,t_fcs_ida,E_fcs_ida,delta_rec_ida,carga_ida,t_fcs_vuelta,E_fcs_vuelta,delta_rec_vuelta,carga_vuelta,t_llegada_casa,E_casa,delta_home,Pot_dom
343,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1403.0,0,0,0
344,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1255.0,0,0,0
345,0.0,0.0,0.0,0,1165.0,20.80667490242429,10.0,120,1178.0,0,0,0
346,0.0,0.0,0.0,0,1241.0,21.05712518934264,11.0,120,1291.0,0,0,0
347,0.0,0.0,0.0,0,0.0,0.0,0.0,0,974.0,0,0,0
348,0.0,0.0,0.0,0,0.0,0.0,0.0,0,846.0,0,0,0
349,0.0,0.0,0.0,0,0.0,0.0,0.0,0,581.0,0,0,0
350,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1022.0,0,0,0
351,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1182.0,0,0,0
352,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1139.0,0,0,0
353,0.0,0.0,0.0,0,885.0,20.807385059136376,10.0,120,910.0,0,0,0
354,0.0,0.0,0.0,0,0.0,0.0,0.0,0,566.0,0,0,0
355,0.0,0.0,0.0,0,0.0,0.0,0.0,0,981.0,0,0,0
356,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1623.0,0,0,0
357,0.0,0.0,0.0,0,0.0,0.0,0.0,0,878.0,0,0,0
358,0.0,0.0,0.0,0,0.0,0.0,0.0,0,789.0,0,0,0
359,1104.0,17.86444679812922,9.0,120,0.0,0.0,0.0,0,1266.0,0,0,0
360,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1333.0,0,0,0
361,0.0,0.0,0.0,0,664.0,20.935941307978478,10.0,120,697.0,0,0,0
362,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1196.0,0,0,0
363,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1357.0,0,0,0
364,0.0,0.0,0.0,0,0.0,0.0,0.0,0,673.0,0,0,0
365,0.0,0.0,0.0,0,1084.0,21.2443762945345,11.0,120,1118.0,0,0,0
366,0.0,0.0,0.0,0,1091.0,22.084825907016857,11.0,120,1113.0,0,0,0
367,0.0,0.0,0.0,0,0.0,0.0,0.0,0,882.0,0,0,0
368,0.0,0.0,0.0,0,0.0,0.0,0.0,0,778.0,0,0,0
369,0.0,0.0,0.0,0,0.0,0.0,0.0,0,775.0,0,0,0
370,0.0,0.0,0.0,0,1232.0,18.042585057142187,9.0,120,1274.0,0,0,0
371,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1305.0,0,0,0
372,0.0,0.0,0.0,0,0.0,0.0,0.0,0,954.0,0,0,0
